9854.291467686458,Trial_start
9858.217304702694,Trial_end
9864.52161593445,New correction
9873.36436276492,Trial_start
9879.252572541038,Trial_end
9897.768944817537,New correction
9901.900891067868,Trial_start
9906.767763143764,Trial_end
9938.450938280386,Next word
9941.410086619842,Trial_start
9946.656072870883,Trial_end
9960.039471131218,Next word
9966.384762630574,Trial_start
9970.69049711942,Trial_end
9976.251485352737,New correction
9984.751419890781,Trial_start
9988.637614635094,Trial_end
9995.460731690671,New correction
9999.639462889845,Trial_start
10003.98271735747,Trial_end
10013.3829779867,Next word
10013.383430585238,Participant change
10044.145779896904,Trials start
10054.579788286257,Practice trial starts
10060.264961918352,Practice trial ends
10069.90334977823,New correction
10070.950902293751,Practice trial starts
10076.375044569197,Practice trial ends
10084.785691895711,New correction
10086.28324905734,Practice trial starts
10093.548438584648,Practice trial ends
10102.324723429847,Next word
10104.541494267807,Practice trial starts
10110.620858926333,Practice trial ends
10121.538529253048,New correction
10122.509285716687,Practice trial starts
10129.508663502795,Practice trial ends
10135.059637768465,New correction
10135.824035498816,Practice trial starts
10143.631852472981,Practice trial ends
10146.28125711317,Next word
10150.071520067424,Trial_start
10154.36793218639,Trial_end
10160.250783879816,Next word
10163.776363689221,Trial_start
10168.342429936974,Trial_end
10187.853713499073,New correction
10188.440277303976,Trial_start
10193.889244399217,Trial_end
10198.859647440624,Next word
10206.408649250981,Trial_start
10213.495949653025,Trial_end
10230.448650881499,New correction
10233.952154362229,Trial_start
10240.87295340221,Trial_end
10251.462551588877,New correction
10257.884429040796,Trial_start
10264.263286631705,Trial_end
10273.573862450694,Next word
10281.454750388779,Trial_start
10286.536397170774,Trial_end
10292.844718089578,New correction
10299.033609394239,Trial_start
10303.864224987277,Trial_end
10309.377388875107,New correction
10312.981375131192,Trial_start
10317.387698695049,Trial_end
10325.347042579657,Next word
10327.287970908821,Trial_start
10330.5575879452,Trial_end
10333.679445258967,Next word
10338.354348455086,Trial_start
10342.999873946123,Trial_end
10352.842999744524,Next word
10355.160714256352,Trial_start
10360.087478838746,Trial_end
10367.703514932527,New correction
10368.357187320613,Trial_start
10372.25421702992,Trial_end
10377.719230573319,New correction
10378.672038694944,Trial_start
10384.610035510206,Trial_end
10392.847598195931,Next word
10395.674212063583,New block starts
10444.084019659076,Trials start
10452.415618340985,Practice trial starts
10455.739812601034,Practice trial ends
10461.121952812182,Next word
10465.762090520622,Practice trial starts
10471.188283089445,Practice trial ends
10488.259076736384,New correction
10489.774712939601,Practice trial starts
10498.119814977883,Practice trial ends
10506.482908258038,New correction
10508.109304203406,Practice trial starts
10514.218571065321,Practice trial ends
10517.61079090559,Next word
10520.731128724268,Trial_start
10524.813338935286,Trial_end
10545.314059300668,New correction
10550.986427674134,Trial_start
10560.686533034614,Trial_end
10578.866815196967,New correction
10582.88338222007,Trial_start
10587.276345427092,Trial_end
10595.57088942872,Next word
10598.39085251786,Trial_start
10604.271827317352,Trial_end
10610.71766509186,New correction
10612.845076818525,Trial_start
10618.935717340619,Trial_end
10621.79445980447,Next word
10628.234427497942,Trial_start
10634.328589708659,Trial_end
10646.602773852692,New correction
10649.287731278015,Trial_start
10655.362026752919,Trial_end
10676.227450240001,New correction
10677.60642508475,Trial_start
10683.89016188298,Trial_end
10690.102306112516,Next word
10692.17808190601,Trial_start
10696.06803503818,Trial_end
10704.41039568532,New correction
10707.276475025465,Trial_start
10710.907133295377,Trial_end
10712.613644981904,Next word
10715.497852463483,Trial_start
10718.900914168722,Trial_end
10721.931602377043,Next word
10725.494922964512,Trial_start
10728.648865274617,Trial_end
10731.060448283171,Next word
10735.334618173998,Trial_start
10739.332877956245,Trial_end
10744.798621297286,New correction
10749.586999026786,Trial_start
10753.822786041621,Trial_end
10756.878410969377,Next word
10756.879119167088,Participant change
10786.15595017823,Trials start
10793.69738111305,Practice trial starts
10797.61261866353,Practice trial ends
10801.870169708049,Next word
10803.97707140098,Practice trial starts
10809.063915366183,Practice trial ends
10813.490315265179,New correction
10814.20725724885,Practice trial starts
10818.321658055867,Practice trial ends
10820.697663079365,Next word
10825.683708270233,Trial_start
10830.231910075707,Trial_end
10831.859064218626,Next word
10833.552983345839,Trial_start
10837.25017540079,Trial_end
10841.481892128777,New correction
10842.235814592972,Trial_start
10846.678699738706,Trial_end
10847.961148195316,Next word
10849.960289636401,Trial_start
10853.004947799587,Trial_end
10855.074067214588,Next word
10857.24874908853,Trial_start
10861.965581549184,Trial_end
10867.02944598863,New correction
10868.097610637558,Trial_start
10873.12239410327,Trial_end
10881.67769526243,New correction
10884.43819414369,Trial_start
10890.374925163042,Trial_end
10896.2200682783,Next word
10904.644096461585,Trial_start
10908.564340395891,Trial_end
10914.559941425041,New correction
10924.195625393657,Trial_start
10928.909966662357,Trial_end
10938.760308537447,New correction
10939.700491499862,Trial_start
10945.690211048015,Trial_end
10954.315148682192,Next word
10957.680703708613,Trial_start
10961.842482162558,Trial_end
10966.912014283693,New correction
10967.577036135111,Trial_start
10971.19661494082,Trial_end
10983.076152759892,New correction
10984.072139142016,Trial_start
10988.543395796087,Trial_end
10995.642134761172,Next word
10997.912739825202,Trial_start
11001.735847873339,Trial_end
11004.04751340471,Next word
